Time,HandRoleR.x,HandRoleR.y,HandRoleR.z,ThumbPosR1.x,ThumbPosR1.y,ThumbPosR1.z,ThumbPosR2.x,ThumbPosR2.y,ThumbPosR2.z,ThumbPosR3.x,ThumbPosR3.y,ThumbPosR3.z,ThumbPosR4.x,ThumbPosR4.y,ThumbPosR4.z,IndexPosR1.x,IndexPosR1.y,IndexPosR1.z,IndexPosR2.x,IndexPosR2.y,IndexPosR2.z,IndexPosR3.x,IndexPosR3.y,IndexPosR3.z,IndexPosR4.x,IndexPosR4.y,IndexPosR4.z,MiddlePosR1.x,MiddlePosR1.y,MiddlePosR1.z,MiddlePosR2.x,MiddlePosR2.y,MiddlePosR2.z,MiddlePosR3.x,MiddlePosR3.y,MiddlePosR3.z,MiddlePosR4.x,MiddlePosR4.y,MiddlePosR4.z,RingPosR1.x,RingPosR1.y,RingPosR1.z,RingPosR2.x,RingPosR2.y,RingPosR2.z,RingPosR3.x,RingPosR3.y,RingPosR3.z,RingPosR4.x,RingPosR4.y,RingPosR4.z,PinkyPosR1.x,PinkyPosR1.y,PinkyPosR1.z,PinkyPosR2.x,PinkyPosR2.y,PinkyPosR2.z,PinkyPosR3.x,PinkyPosR3.y,PinkyPosR3.z,PinkyPosR4.x,PinkyPosR4.y,PinkyPosR4.z
2.5343,333.1488,31.00343,124.8578,0.05792904,0.7353784,0.2032454,-0.1111755,1.3136,0.3832386,-0.2810116,2.073885,0.201242,-0.4405861,2.521965,-0.1644906,-0.9397106,1.627057,0.1942121,-1.165277,2.261162,0.1718861,-1.237465,2.751431,0.0695125,-1.238142,3.149325,-0.06179206,-1.099087,1.378628,-0.1517741,-1.364109,2.107111,-0.422782,-1.196347,2.546884,-0.7833451,-0.9297981,2.733897,-1.053983,-1.170139,1.13012,-0.4792832,-1.265316,1.755399,-0.9142283,-0.8904934,1.970631,-1.245875,-0.4588079,1.905701,-1.388986,-1.141457,0.8732104,-0.7816131,-1.354393,1.347057,-1.171956,-1.140637,1.562838,-1.43672,-0.8124352,1.616984,-1.580039
2.5372,333.3763,31.21507,124.4939,0.06317806,0.7348647,0.2035397,-0.1011362,1.314001,0.3850241,-0.265645,2.076612,0.2079339,-0.4229136,2.528308,-0.1543334,-0.9282846,1.633418,0.195758,-1.158995,2.265933,0.1828932,-1.241995,2.75686,0.09257354,-1.255692,3.158323,-0.02659328,-1.089663,1.38626,-0.1502104,-1.350788,2.116584,-0.4200425,-1.194707,2.563757,-0.7767291,-0.9398012,2.764414,-1.048809,-1.162703,1.138403,-0.4777757,-1.270934,1.766231,-0.9059438,-0.9033051,1.988344,-1.241088,-0.4733124,1.93162,-1.392537,-1.136048,0.8814442,-0.7802495,-1.3568,1.355605,-1.165839,-1.156866,1.579118,-1.434952,-0.837471,1.647491,-1.591479
2.5399,333.3763,31.21507,124.4939,0.06317806,0.7348647,0.2035397,-0.1011362,1.314001,0.3850241,-0.265645,2.076612,0.2079339,-0.4229136,2.528308,-0.1543334,-0.9282846,1.633418,0.195758,-1.158995,2.265933,0.1828932,-1.241995,2.75686,0.09257354,-1.255692,3.158323,-0.02659328,-1.089663,1.38626,-0.1502104,-1.350788,2.116584,-0.4200425,-1.194707,2.563757,-0.7767291,-0.9398012,2.764414,-1.048809,-1.162703,1.138403,-0.4777757,-1.270934,1.766231,-0.9059438,-0.9033051,1.988344,-1.241088,-0.4733124,1.93162,-1.392537,-1.136048,0.8814442,-0.7802495,-1.3568,1.355605,-1.165839,-1.156866,1.579118,-1.434952,-0.837471,1.647491,-1.591479
2.5424,333.3763,31.21507,124.4939,0.06317806,0.7348647,0.2035397,-0.1011362,1.314001,0.3850241,-0.265645,2.076612,0.2079339,-0.4229136,2.528308,-0.1543334,-0.9282846,1.633418,0.195758,-1.158995,2.265933,0.1828932,-1.241995,2.75686,0.09257354,-1.255692,3.158323,-0.02659328,-1.089663,1.38626,-0.1502104,-1.350788,2.116584,-0.4200425,-1.194707,2.563757,-0.7767291,-0.9398012,2.764414,-1.048809,-1.162703,1.138403,-0.4777757,-1.270934,1.766231,-0.9059438,-0.9033051,1.988344,-1.241088,-0.4733124,1.93162,-1.392537,-1.136048,0.8814442,-0.7802495,-1.3568,1.355605,-1.165839,-1.156866,1.579118,-1.434952,-0.837471,1.647491,-1.591479
2.5484,333.6326,31.43942,124.1085,0.06884956,0.7342309,0.2039868,-0.09027004,1.314257,0.3872491,-0.249053,2.079371,0.2158181,-0.4038343,2.535113,-0.1424306,-0.9158812,1.640169,0.1977323,-1.151798,2.270885,0.194971,-1.245937,2.762012,0.1175854,-1.273151,3.166469,0.01159199,-1.079415,1.394462,-0.1482577,-1.336649,2.126766,-0.4164586,-1.192513,2.5814,-0.7687134,-0.9498558,2.795717,-1.041576,-1.154604,1.147386,-0.4759262,-1.275968,1.777807,-0.896699,-0.9159269,2.00708,-1.235242,-0.4880161,1.959051,-1.395351,-1.130144,0.8904452,-0.7786009,-1.35467,1.365613,-1.160759,-1.163306,1.593557,-1.432374,-0.850049,1.670249,-1.597228
2.5542,333.6326,31.43942,124.1085,0.06884956,0.7342309,0.2039868,-0.09027004,1.314257,0.3872491,-0.249053,2.079371,0.2158181,-0.4038343,2.535113,-0.1424306,-0.9158812,1.640169,0.1977323,-1.151798,2.270885,0.194971,-1.245937,2.762012,0.1175854,-1.273151,3.166469,0.01159199,-1.079415,1.394462,-0.1482577,-1.336649,2.126766,-0.4164586,-1.192513,2.5814,-0.7687134,-0.9498558,2.795717,-1.041576,-1.154604,1.147386,-0.4759262,-1.275968,1.777807,-0.896699,-0.9159269,2.00708,-1.235242,-0.4880161,1.959051,-1.395351,-1.130144,0.8904452,-0.7786009,-1.35467,1.365613,-1.160759,-1.163306,1.593557,-1.432374,-0.850049,1.670249,-1.597228
2.5570,333.6326,31.43942,124.1085,0.06884956,0.7342309,0.2039868,-0.09027004,1.314257,0.3872491,-0.249053,2.079371,0.2158181,-0.4038343,2.535113,-0.1424306,-0.9158812,1.640169,0.1977323,-1.151798,2.270885,0.194971,-1.245937,2.762012,0.1175854,-1.273151,3.166469,0.01159199,-1.079415,1.394462,-0.1482577,-1.336649,2.126766,-0.4164586,-1.192513,2.5814,-0.7687134,-0.9498558,2.795717,-1.041576,-1.154604,1.147386,-0.4759262,-1.275968,1.777807,-0.896699,-0.9159269,2.00708,-1.235242,-0.4880161,1.959051,-1.395351,-1.130144,0.8904452,-0.7786009,-1.35467,1.365613,-1.160759,-1.163306,1.593557,-1.432374,-0.850049,1.670249,-1.597228
2.5599,333.8926,31.68027,123.6946,0.07485008,0.7335664,0.2042633,-0.0787859,1.314573,0.3890923,-0.2313023,2.082111,0.2228881,-0.3832207,2.541758,-0.131578,-0.9027023,1.647253,0.1994327,-1.142649,2.276421,0.2058738,-1.246345,2.767354,0.1403894,-1.285407,3.173863,0.04666097,-1.068521,1.403012,-0.1465074,-1.321888,2.137289,-0.412988,-1.189108,2.598819,-0.7607096,-0.958477,2.825806,-1.033754,-1.145988,1.156693,-0.474216,-1.279352,1.789467,-0.8877636,-0.9266586,2.025374,-1.229469,-0.5011053,1.985651,-1.397917,-1.123863,0.8997132,-0.7770364,-1.35198,1.37591,-1.15577,-1.169242,1.608115,-1.429705,-0.8625259,1.692972,-1.60266
2.5627,333.8926,31.68027,123.6946,0.07485008,0.7335664,0.2042633,-0.0787859,1.314573,0.3890923,-0.2313023,2.082111,0.2228881,-0.3832207,2.541758,-0.131578,-0.9027023,1.647253,0.1994327,-1.142649,2.276421,0.2058738,-1.246345,2.767354,0.1403894,-1.285407,3.173863,0.04666097,-1.068521,1.403012,-0.1465074,-1.321888,2.137289,-0.412988,-1.189108,2.598819,-0.7607096,-0.958477,2.825806,-1.033754,-1.145988,1.156693,-0.474216,-1.279352,1.789467,-0.8877636,-0.9266586,2.025374,-1.229469,-0.5011053,1.985651,-1.397917,-1.123863,0.8997132,-0.7770364,-1.35198,1.37591,-1.15577,-1.169242,1.608115,-1.429705,-0.8625259,1.692972,-1.60266
2.5653,333.8926,31.68027,123.6946,0.07485008,0.7335664,0.2042633,-0.0787859,1.314573,0.3890923,-0.2313023,2.082111,0.2228881,-0.3832207,2.541758,-0.131578,-0.9027023,1.647253,0.1994327,-1.142649,2.276421,0.2058738,-1.246345,2.767354,0.1403894,-1.285407,3.173863,0.04666097,-1.068521,1.403012,-0.1465074,-1.321888,2.137289,-0.412988,-1.189108,2.598819,-0.7607096,-0.958477,2.825806,-1.033754,-1.145988,1.156693,-0.474216,-1.279352,1.789467,-0.8877636,-0.9266586,2.025374,-1.229469,-0.5011053,1.985651,-1.397917,-1.123863,0.8997132,-0.7770364,-1.35198,1.37591,-1.15577,-1.169242,1.608115,-1.429705,-0.8625259,1.692972,-1.60266
2.5678,333.8926,31.68027,123.6946,0.07485008,0.7335664,0.2042633,-0.0787859,1.314573,0.3890923,-0.2313023,2.082111,0.2228881,-0.3832207,2.541758,-0.131578,-0.9027023,1.647253,0.1994327,-1.142649,2.276421,0.2058738,-1.246345,2.767354,0.1403894,-1.285407,3.173863,0.04666097,-1.068521,1.403012,-0.1465074,-1.321888,2.137289,-0.412988,-1.189108,2.598819,-0.7607096,-0.958477,2.825806,-1.033754,-1.145988,1.156693,-0.474216,-1.279352,1.789467,-0.8877636,-0.9266586,2.025374,-1.229469,-0.5011053,1.985651,-1.397917,-1.123863,0.8997132,-0.7770364,-1.35198,1.37591,-1.15577,-1.169242,1.608115,-1.429705,-0.8625259,1.692972,-1.60266
2.5708,334.1876,31.88683,123.2588,0.08115768,0.7327428,0.2048098,-0.06666946,1.315064,0.3902364,-0.2106276,2.08471,0.2261614,-0.3576937,2.547148,-0.1267162,-0.8885708,1.654734,0.2009585,-1.12991,2.283256,0.2144951,-1.239445,2.774062,0.1582149,-1.286281,3.181839,0.07404469,-1.05656,1.412184,-0.1451243,-1.305559,2.148629,-0.4097304,-1.182329,2.616262,-0.7527819,-0.9623747,2.854303,-1.025222,-1.136212,1.166789,-0.4730017,-1.279902,1.801955,-0.8793617,-0.9338961,2.044031,-1.223581,-0.5107832,2.012127,-1.399665,-1.116363,0.9098648,-0.7760269,-1.34738,1.387373,-1.151337,-1.172883,1.623702,-1.427113,-0.872818,1.716447,-1.607524
2.5737,334.1876,31.88683,123.2588,0.08115768,0.7327428,0.2048098,-0.06666946,1.315064,0.3902364,-0.2106276,2.08471,0.2261614,-0.3576937,2.547148,-0.1267162,-0.8885708,1.654734,0.2009585,-1.12991,2.283256,0.2144951,-1.239445,2.774062,0.1582149,-1.286281,3.181839,0.07404469,-1.05656,1.412184,-0.1451243,-1.305559,2.148629,-0.4097304,-1.182329,2.616262,-0.7527819,-0.9623747,2.854303,-1.025222,-1.136212,1.166789,-0.4730017,-1.279902,1.801955,-0.8793617,-0.9338961,2.044031,-1.223581,-0.5107832,2.012127,-1.399665,-1.116363,0.9098648,-0.7760269,-1.34738,1.387373,-1.151337,-1.172883,1.623702,-1.427113,-0.872818,1.716447,-1.607524
2.5765,334.1876,31.88683,123.2588,0.08115768,0.7327428,0.2048098,-0.06666946,1.315064,0.3902364,-0.2106276,2.08471,0.2261614,-0.3576937,2.547148,-0.1267162,-0.8885708,1.654734,0.2009585,-1.12991,2.283256,0.2144951,-1.239445,2.774062,0.1582149,-1.286281,3.181839,0.07404469,-1.05656,1.412184,-0.1451243,-1.305559,2.148629,-0.4097304,-1.182329,2.616262,-0.7527819,-0.9623747,2.854303,-1.025222,-1.136212,1.166789,-0.4730017,-1.279902,1.801955,-0.8793617,-0.9338961,2.044031,-1.223581,-0.5107832,2.012127,-1.399665,-1.116363,0.9098648,-0.7760269,-1.34738,1.387373,-1.151337,-1.172883,1.623702,-1.427113,-0.872818,1.716447,-1.607524
2.5823,334.1876,31.88683,123.2588,0.08115768,0.7327428,0.2048098,-0.06666946,1.315064,0.3902364,-0.2106276,2.08471,0.2261614,-0.3576937,2.547148,-0.1267162,-0.8885708,1.654734,0.2009585,-1.12991,2.283256,0.2144951,-1.239445,2.774062,0.1582149,-1.286281,3.181839,0.07404469,-1.05656,1.412184,-0.1451243,-1.305559,2.148629,-0.4097304,-1.182329,2.616262,-0.7527819,-0.9623747,2.854303,-1.025222,-1.136212,1.166789,-0.4730017,-1.279902,1.801955,-0.8793617,-0.9338961,2.044031,-1.223581,-0.5107832,2.012127,-1.399665,-1.116363,0.9098648,-0.7760269,-1.34738,1.387373,-1.151337,-1.172883,1.623702,-1.427113,-0.872818,1.716447,-1.607524
2.5884,334.6628,32.16493,122.5461,0.09123516,0.7313219,0.2056458,-0.04700756,1.315871,0.3914578,-0.1756124,2.088747,0.2298309,-0.3135529,2.555426,-0.121143,-0.8655729,1.666717,0.2023017,-1.10568,2.295493,0.2236747,-1.219434,2.786414,0.1777077,-1.272975,3.195454,0.104355,-1.036737,1.4269,-0.1441294,-1.278376,2.166766,-0.4060051,-1.167072,2.64241,-0.7420479,-0.961338,2.894851,-1.01263,-1.119625,1.182991,-0.4723134,-1.26293,1.821046,-0.8742564,-0.9182796,2.063708,-1.219421,-0.4967937,2.032578,-1.399501,-1.103192,0.9261417,-0.7756071,-1.338153,1.405798,-1.145693,-1.176444,1.64845,-1.423763,-0.8873568,1.753463,-1.615048
2.5916,334.6628,32.16493,122.5461,0.09123516,0.7313219,0.2056458,-0.04700756,1.315871,0.3914578,-0.1756124,2.088747,0.2298309,-0.3135529,2.555426,-0.121143,-0.8655729,1.666717,0.2023017,-1.10568,2.295493,0.2236747,-1.219434,2.786414,0.1777077,-1.272975,3.195454,0.104355,-1.036737,1.4269,-0.1441294,-1.278376,2.166766,-0.4060051,-1.167072,2.64241,-0.7420479,-0.961338,2.894851,-1.01263,-1.119625,1.182991,-0.4723134,-1.26293,1.821046,-0.8742564,-0.9182796,2.063708,-1.219421,-0.4967937,2.032578,-1.399501,-1.103192,0.9261417,-0.7756071,-1.338153,1.405798,-1.145693,-1.176444,1.64845,-1.423763,-0.8873568,1.753463,-1.615048
2.5942,334.6628,32.16493,122.5461,0.09123516,0.7313219,0.2056458,-0.04700756,1.315871,0.3914578,-0.1756124,2.088747,0.2298309,-0.3135529,2.555426,-0.121143,-0.8655729,1.666717,0.2023017,-1.10568,2.295493,0.2236747,-1.219434,2.786414,0.1777077,-1.272975,3.195454,0.104355,-1.036737,1.4269,-0.1441294,-1.278376,2.166766,-0.4060051,-1.167072,2.64241,-0.7420479,-0.961338,2.894851,-1.01263,-1.119625,1.182991,-0.4723134,-1.26293,1.821046,-0.8742564,-0.9182796,2.063708,-1.219421,-0.4967937,2.032578,-1.399501,-1.103192,0.9261417,-0.7756071,-1.338153,1.405798,-1.145693,-1.176444,1.64845,-1.423763,-0.8873568,1.753463,-1.615048
2.5968,334.6628,32.16493,122.5461,0.09123516,0.7313219,0.2056458,-0.04700756,1.315871,0.3914578,-0.1756124,2.088747,0.2298309,-0.3135529,2.555426,-0.121143,-0.8655729,1.666717,0.2023017,-1.10568,2.295493,0.2236747,-1.219434,2.786414,0.1777077,-1.272975,3.195454,0.104355,-1.036737,1.4269,-0.1441294,-1.278376,2.166766,-0.4060051,-1.167072,2.64241,-0.7420479,-0.961338,2.894851,-1.01263,-1.119625,1.182991,-0.4723134,-1.26293,1.821046,-0.8742564,-0.9182796,2.063708,-1.219421,-0.4967937,2.032578,-1.399501,-1.103192,0.9261417,-0.7756071,-1.338153,1.405798,-1.145693,-1.176444,1.64845,-1.423763,-0.8873568,1.753463,-1.615048
2.5993,334.9397,32.33877,122.0865,0.0975275,0.7304552,0.2058384,-0.03414249,1.316844,0.3906232,-0.150219,2.091434,0.2277216,-0.2803965,2.559844,-0.1239117,-0.8510885,1.674156,0.2023324,-1.088425,2.303887,0.2263717,-1.201858,2.795208,0.1840235,-1.256266,3.204804,0.1145147,-1.024205,1.435914,-0.1442154,-1.261101,2.177769,-0.4047934,-1.155234,2.657222,-0.7371607,-0.9565296,2.916547,-1.006482,-1.109091,1.192806,-0.4724835,-1.268375,1.833224,-0.8645331,-0.9340706,2.085759,-1.212777,-0.516387,2.067689,-1.403202,-1.094781,0.9358877,-0.7758263,-1.330677,1.416942,-1.143495,-1.17477,1.662268,-1.422531,-0.8911076,1.772655,-1.618845
2.6022,334.9397,32.33877,122.0865,0.0975275,0.7304552,0.2058384,-0.03414249,1.316844,0.3906232,-0.150219,2.091434,0.2277216,-0.2803965,2.559844,-0.1239117,-0.8510885,1.674156,0.2023324,-1.088425,2.303887,0.2263717,-1.201858,2.795208,0.1840235,-1.256266,3.204804,0.1145147,-1.024205,1.435914,-0.1442154,-1.261101,2.177769,-0.4047934,-1.155234,2.657222,-0.7371607,-0.9565296,2.916547,-1.006482,-1.109091,1.192806,-0.4724835,-1.268375,1.833224,-0.8645331,-0.9340706,2.085759,-1.212777,-0.516387,2.067689,-1.403202,-1.094781,0.9358877,-0.7758263,-1.330677,1.416942,-1.143495,-1.17477,1.662268,-1.422531,-0.8911076,1.772655,-1.618845
2.6047,334.9397,32.33877,122.0865,0.0975275,0.7304552,0.2058384,-0.03414249,1.316844,0.3906232,-0.150219,2.091434,0.2277216,-0.2803965,2.559844,-0.1239117,-0.8510885,1.674156,0.2023324,-1.088425,2.303887,0.2263717,-1.201858,2.795208,0.1840235,-1.256266,3.204804,0.1145147,-1.024205,1.435914,-0.1442154,-1.261101,2.177769,-0.4047934,-1.155234,2.657222,-0.7371607,-0.9565296,2.916547,-1.006482,-1.109091,1.192806,-0.4724835,-1.268375,1.833224,-0.8645331,-0.9340706,2.085759,-1.212777,-0.516387,2.067689,-1.403202,-1.094781,0.9358877,-0.7758263,-1.330677,1.416942,-1.143495,-1.17477,1.662268,-1.422531,-0.8911076,1.772655,-1.618845
2.6073,334.9397,32.33877,122.0865,0.0975275,0.7304552,0.2058384,-0.03414249,1.316844,0.3906232,-0.150219,2.091434,0.2277216,-0.2803965,2.559844,-0.1239117,-0.8510885,1.674156,0.2023324,-1.088425,2.303887,0.2263717,-1.201858,2.795208,0.1840235,-1.256266,3.204804,0.1145147,-1.024205,1.435914,-0.1442154,-1.261101,2.177769,-0.4047934,-1.155234,2.657222,-0.7371607,-0.9565296,2.916547,-1.006482,-1.109091,1.192806,-0.4724835,-1.268375,1.833224,-0.8645331,-0.9340706,2.085759,-1.212777,-0.516387,2.067689,-1.403202,-1.094781,0.9358877,-0.7758263,-1.330677,1.416942,-1.143495,-1.17477,1.662268,-1.422531,-0.8911076,1.772655,-1.618845
2.6099,335.2014,32.50153,121.5901,0.1039906,0.7296135,0.20566,-0.02075386,1.317862,0.3893368,-0.1237984,2.094192,0.2259538,-0.2459259,2.564744,-0.1257062,-0.8360138,1.681888,0.2010501,-1.070081,2.312765,0.2270292,-1.18259,2.804541,0.1876141,-1.237226,3.21464,0.1213201,-1.011006,1.445103,-0.1455544,-1.242411,2.188878,-0.4055937,-1.1392,2.670725,-0.7353235,-0.9449549,2.934494,-1.003581,-1.09783,1.202658,-0.4738057,-1.261678,1.844746,-0.8612149,-0.9312429,2.100525,-1.210782,-0.5156307,2.087112,-1.406063,-1.085608,0.9455112,-0.7770461,-1.321585,1.427924,-1.142879,-1.170521,1.675332,-1.42274,-0.891674,1.790137,-1.623372
2.6160,335.2014,32.50153,121.5901,0.1039906,0.7296135,0.20566,-0.02075386,1.317862,0.3893368,-0.1237984,2.094192,0.2259538,-0.2459259,2.564744,-0.1257062,-0.8360138,1.681888,0.2010501,-1.070081,2.312765,0.2270292,-1.18259,2.804541,0.1876141,-1.237226,3.21464,0.1213201,-1.011006,1.445103,-0.1455544,-1.242411,2.188878,-0.4055937,-1.1392,2.670725,-0.7353235,-0.9449549,2.934494,-1.003581,-1.09783,1.202658,-0.4738057,-1.261678,1.844746,-0.8612149,-0.9312429,2.100525,-1.210782,-0.5156307,2.087112,-1.406063,-1.085608,0.9455112,-0.7770461,-1.321585,1.427924,-1.142879,-1.170521,1.675332,-1.42274,-0.891674,1.790137,-1.623372
2.6221,335.4225,32.73121,121.0532,0.1107569,0.7288948,0.2046732,-0.006536484,1.318925,0.3875405,-0.09687996,2.097185,0.2258307,-0.2116442,2.570853,-0.1241234,-0.8203983,1.689818,0.1988707,-1.051936,2.321525,0.2272292,-1.164748,2.813515,0.1915224,-1.221029,3.224034,0.1293297,-0.9976082,1.454198,-0.1474008,-1.223721,2.199631,-0.4073489,-1.123435,2.683565,-0.7349175,-0.9338989,2.951499,-1.002416,-1.086704,1.212128,-0.4753193,-1.251723,1.855431,-0.8602074,-0.9245329,2.113188,-1.211369,-0.510994,2.103229,-1.411206,-1.076893,0.9544735,-0.7782161,-1.312671,1.438009,-1.142692,-1.165885,1.68683,-1.423574,-0.891468,1.805061,-1.628283
2.6247,335.4225,32.73121,121.0532,0.1107569,0.7288948,0.2046732,-0.006536484,1.318925,0.3875405,-0.09687996,2.097185,0.2258307,-0.2116442,2.570853,-0.1241234,-0.8203983,1.689818,0.1988707,-1.051936,2.321525,0.2272292,-1.164748,2.813515,0.1915224,-1.221029,3.224034,0.1293297,-0.9976082,1.454198,-0.1474008,-1.223721,2.199631,-0.4073489,-1.123435,2.683565,-0.7349175,-0.9338989,2.951499,-1.002416,-1.086704,1.212128,-0.4753193,-1.251723,1.855431,-0.8602074,-0.9245329,2.113188,-1.211369,-0.510994,2.103229,-1.411206,-1.076893,0.9544735,-0.7782161,-1.312671,1.438009,-1.142692,-1.165885,1.68683,-1.423574,-0.891468,1.805061,-1.628283
2.6275,335.4225,32.73121,121.0532,0.1107569,0.7288948,0.2046732,-0.006536484,1.318925,0.3875405,-0.09687996,2.097185,0.2258307,-0.2116442,2.570853,-0.1241234,-0.8203983,1.689818,0.1988707,-1.051936,2.321525,0.2272292,-1.164748,2.813515,0.1915224,-1.221029,3.224034,0.1293297,-0.9976082,1.454198,-0.1474008,-1.223721,2.199631,-0.4073489,-1.123435,2.683565,-0.7349175,-0.9338989,2.951499,-1.002416,-1.086704,1.212128,-0.4753193,-1.251723,1.855431,-0.8602074,-0.9245329,2.113188,-1.211369,-0.510994,2.103229,-1.411206,-1.076893,0.9544735,-0.7782161,-1.312671,1.438009,-1.142692,-1.165885,1.68683,-1.423574,-0.891468,1.805061,-1.628283
2.6304,335.4225,32.73121,121.0532,0.1107569,0.7288948,0.2046732,-0.006536484,1.318925,0.3875405,-0.09687996,2.097185,0.2258307,-0.2116442,2.570853,-0.1241234,-0.8203983,1.689818,0.1988707,-1.051936,2.321525,0.2272292,-1.164748,2.813515,0.1915224,-1.221029,3.224034,0.1293297,-0.9976082,1.454198,-0.1474008,-1.223721,2.199631,-0.4073489,-1.123435,2.683565,-0.7349175,-0.9338989,2.951499,-1.002416,-1.086704,1.212128,-0.4753193,-1.251723,1.855431,-0.8602074,-0.9245329,2.113188,-1.211369,-0.510994,2.103229,-1.411206,-1.076893,0.9544735,-0.7782161,-1.312671,1.438009,-1.142692,-1.165885,1.68683,-1.423574,-0.891468,1.805061,-1.628283
2.6333,335.6394,32.96109,120.5263,0.1174164,0.7281361,0.203659,0.007962227,1.320043,0.3853186,-0.06804848,2.100039,0.2246048,-0.1743774,2.576661,-0.1240005,-0.8049707,1.697471,0.1967316,-1.033623,2.330138,0.2270421,-1.146148,2.82241,0.1944555,-1.203386,3.233309,0.1357411,-0.9843864,1.463,-0.149184,-1.205513,2.210001,-0.4089186,-1.108572,2.696187,-0.7341516,-0.9241161,2.96854,-1.000737,-1.075747,1.221303,-0.4767551,-1.238828,1.865699,-0.8606423,-0.9146957,2.125243,-1.213321,-0.5032845,2.118739,-1.41764,-1.06834,0.9631589,-0.7793027,-1.304071,1.447781,-1.142363,-1.161717,1.698085,-1.424208,-0.8919258,1.81986,-1.632948
2.6361,335.6394,32.96109,120.5263,0.1174164,0.7281361,0.203659,0.007962227,1.320043,0.3853186,-0.06804848,2.100039,0.2246048,-0.1743774,2.576661,-0.1240005,-0.8049707,1.697471,0.1967316,-1.033623,2.330138,0.2270421,-1.146148,2.82241,0.1944555,-1.203386,3.233309,0.1357411,-0.9843864,1.463,-0.149184,-1.205513,2.210001,-0.4089186,-1.108572,2.696187,-0.7341516,-0.9241161,2.96854,-1.000737,-1.075747,1.221303,-0.4767551,-1.238828,1.865699,-0.8606423,-0.9146957,2.125243,-1.213321,-0.5032845,2.118739,-1.41764,-1.06834,0.9631589,-0.7793027,-1.304071,1.447781,-1.142363,-1.161717,1.698085,-1.424208,-0.8919258,1.81986,-1.632948
2.6387,335.6394,32.96109,120.5263,0.1174164,0.7281361,0.203659,0.007962227,1.320043,0.3853186,-0.06804848,2.100039,0.2246048,-0.1743774,2.576661,-0.1240005,-0.8049707,1.697471,0.1967316,-1.033623,2.330138,0.2270421,-1.146148,2.82241,0.1944555,-1.203386,3.233309,0.1357411,-0.9843864,1.463,-0.149184,-1.205513,2.210001,-0.4089186,-1.108572,2.696187,-0.7341516,-0.9241161,2.96854,-1.000737,-1.075747,1.221303,-0.4767551,-1.238828,1.865699,-0.8606423,-0.9146957,2.125243,-1.213321,-0.5032845,2.118739,-1.41764,-1.06834,0.9631589,-0.7793027,-1.304071,1.447781,-1.142363,-1.161717,1.698085,-1.424208,-0.8919258,1.81986,-1.632948
2.6414,335.8485,33.15073,120.0393,0.1235552,0.7273507,0.2028318,0.0210619,1.320751,0.3836765,-0.04271221,2.10215,0.2244624,-0.141757,2.581511,-0.12253,-0.7905722,1.704469,0.1946019,-1.011832,2.339883,0.2221886,-1.117231,2.833505,0.1863605,-1.167686,3.244804,0.124328,-0.9719095,1.471125,-0.1510735,-1.187893,2.219608,-0.4108694,-1.092018,2.707042,-0.7345462,-0.9103222,2.981916,-1.000437,-1.06526,1.22983,-0.4783797,-1.226414,1.875286,-0.8612968,-0.9050627,2.136613,-1.215202,-0.495635,2.133461,-1.423545,-1.059991,0.971279,-0.7806248,-1.295097,1.457022,-1.14259,-1.156112,1.708437,-1.425127,-0.8900557,1.832917,-1.637041
2.6478,335.8485,33.15073,120.0393,0.1235552,0.7273507,0.2028318,0.0210619,1.320751,0.3836765,-0.04271221,2.10215,0.2244624,-0.141757,2.581511,-0.12253,-0.7905722,1.704469,0.1946019,-1.011832,2.339883,0.2221886,-1.117231,2.833505,0.1863605,-1.167686,3.244804,0.124328,-0.9719095,1.471125,-0.1510735,-1.187893,2.219608,-0.4108694,-1.092018,2.707042,-0.7345462,-0.9103222,2.981916,-1.000437,-1.06526,1.22983,-0.4783797,-1.226414,1.875286,-0.8612968,-0.9050627,2.136613,-1.215202,-0.495635,2.133461,-1.423545,-1.059991,0.971279,-0.7806248,-1.295097,1.457022,-1.14259,-1.156112,1.708437,-1.425127,-0.8900557,1.832917,-1.637041
2.6538,336.0266,33.2742,119.6332,0.1285801,0.7266451,0.2022371,0.03169346,1.321419,0.3816561,-0.0212183,2.103373,0.2211919,-0.1134062,2.583712,-0.1263364,-0.7785635,1.710235,0.1924112,-0.9872875,2.350184,0.2115742,-1.077483,2.845899,0.1648021,-1.111967,3.256954,0.09127498,-0.9613047,1.47786,-0.1531779,-1.17148,2.227627,-0.4140332,-1.070722,2.713499,-0.7385749,-0.8857307,2.985826,-1.004815,-1.05613,1.236926,-0.4803252,-1.214576,1.883247,-0.8629135,-0.894146,2.144922,-1.217396,-0.4858036,2.142923,-1.427874,-1.05248,0.9780571,-0.7823224,-1.286149,1.464844,-1.143817,-1.148742,1.716699,-1.426732,-0.884779,1.842448,-1.640506
