Time,HandPositionR.x,HandPositionR.y,HandPosiotnR.z,HandPositionL.x,HandPositionL.y,HandPosiotnL.z
0.1893,-1.00881028175354,-0.871663570404053,2.57495355606079,-0.604798555374146,-0.872452318668365,2.87330675125122
0.1917,-1.00879156589508,-0.87165367603302,2.57496929168701,-0.60471898317337,-0.872511506080627,2.87328553199768
0.1940,-1.0087742805481,-0.871640205383301,2.57498216629028,-0.604644358158112,-0.872565507888794,2.8732647895813
0.1963,-1.00875437259674,-0.87163120508194,2.57499861717224,-0.604566991329193,-0.872624516487122,2.87324619293213
0.1987,-1.00867819786072,-0.871501863002777,2.57502055168152,-0.604524493217468,-0.872734308242798,2.87318921089172
0.2054,-1.008629322052,-0.871464133262634,2.57507061958313,-0.604279279708862,-0.872899353504181,2.87311697006226
0.2144,-1.00856840610504,-0.871410429477692,2.57515454292297,-0.603933453559875,-0.873137891292572,2.87299966812134
0.2173,-1.00855398178101,-0.871390640735626,2.5751838684082,-0.603831052780151,-0.873209178447723,2.87296581268311
0.2199,-1.00859093666077,-0.871437907218933,2.5750846862793,-0.603692293167114,-0.873404502868652,2.87289619445801
0.2222,-1.00857675075531,-0.871422708034515,2.57510352134705,-0.60359925031662,-0.873470544815063,2.87286329269409
0.2247,-1.00856328010559,-0.871404051780701,2.57512617111206,-0.603488922119141,-0.873552322387695,2.87280297279358
0.2272,-1.00854802131653,-0.871384918689728,2.57514667510986,-0.603367388248444,-0.873643457889557,2.87273168563843
0.2301,-1.00853204727173,-0.871365904808044,2.5751690864563,-0.603238940238953,-0.87373673915863,2.87265157699585
0.2363,-1.00849616527557,-0.871317863464355,2.57521367073059,-0.602950692176819,-0.873947262763977,2.87247323989868
0.2405,-1.00827240943909,-0.871156334877014,2.57537460327148,-0.602849006652832,-0.874108910560608,2.87236976623535
0.2431,-1.00825452804565,-0.871136963367462,2.57539129257202,-0.602717876434326,-0.874207556247711,2.87225008010864
0.2457,-1.00823736190796,-0.871117413043976,2.57540965080261,-0.602584421634674,-0.874305307865143,2.87212419509888
0.2482,-1.00821936130524,-0.871098756790161,2.57542538642883,-0.6024529337883,-0.874403834342957,2.8720178604126
0.2511,-1.00820052623749,-0.871080875396729,2.57544088363647,-0.602308750152588,-0.874506294727325,2.87187123298645
0.2534,-1.00818490982056,-0.87106454372406,2.5754554271698,-0.602179288864136,-0.874594628810883,2.87173962593079
0.2556,-1.00816893577576,-0.871050775051117,2.57546710968018,-0.602063894271851,-0.874677836894989,2.87163305282593
0.2580,-1.00815188884735,-0.871033906936646,2.57548189163208,-0.60193544626236,-0.874770522117615,2.87151432037354
0.2607,-1.00814020633698,-0.87099289894104,2.57546973228455,-0.601993560791016,-0.875179946422577,2.87122869491577
0.2635,-1.00811719894409,-0.870977759361267,2.57548570632935,-0.601815104484558,-0.875296413898468,2.8710412979126
0.2695,-1.00806820392609,-0.87094384431839,2.57551956176758,-0.601413011550903,-0.875541687011719,2.87062764167786
0.2746,-1.00802385807037,-0.870922386646271,2.57555246353149,-0.601080536842346,-0.875746846199036,2.87028503417969
0.2773,-1.00799930095673,-0.870914280414581,2.57557487487793,-0.600911319255829,-0.875853359699249,2.8701114654541
0.2798,-1.0078649520874,-0.87089866399765,2.57538914680481,-0.60065233707428,-0.875910341739655,2.87007331848145
0.2823,-1.00783801078796,-0.870887160301209,2.57539987564087,-0.600480675697327,-0.876016795635223,2.86990261077881
0.2848,-1.00781047344208,-0.870876014232636,2.57541680335999,-0.600263059139252,-0.876152157783508,2.86967658996582
0.2874,-1.0077828168869,-0.870862782001495,2.57543516159058,-0.600069999694824,-0.876273214817047,2.86948132514954
0.2900,-1.00775563716888,-0.87085086107254,2.5754497051239,-0.599864900112152,-0.876407623291016,2.8692672252655
0.2927,-1.00772857666016,-0.870834231376648,2.57546973228455,-0.599637806415558,-0.876559793949127,2.8690299987793
0.2955,-1.0077006816864,-0.87081778049469,2.57548785209656,-0.599429786205292,-0.876696944236755,2.86881446838379
0.3023,-1.00775396823883,-0.870702028274536,2.57548999786377,-0.598875761032104,-0.877057611942291,2.8682975769043
0.3077,-1.00769305229187,-0.870656311511993,2.57552337646484,-0.598409175872803,-0.87740558385849,2.86776113510132
0.3101,-1.00766944885254,-0.870638430118561,2.57553744316101,-0.598206341266632,-0.877561151981354,2.86752033233643
0.3123,-1.0076402425766,-0.87061470746994,2.57554936408997,-0.598007321357727,-0.877715706825256,2.86727714538574
0.3147,-1.0076140165329,-0.870594620704651,2.57556343078613,-0.597805738449097,-0.877869427204132,2.86704134941101
0.3169,-1.00758147239685,-0.870567739009857,2.57557439804077,-0.597616732120514,-0.878013551235199,2.86682057380676
0.3194,-1.00783443450928,-0.870722889900208,2.575279712677,-0.597444355487823,-0.878227472305298,2.86647605895996
0.3218,-1.00780558586121,-0.870698571205139,2.57528781890869,-0.597235023975372,-0.878390908241272,2.86622333526611
0.3242,-1.00777173042297,-0.870663702487946,2.57529163360596,-0.59701544046402,-0.878576874732971,2.86592268943787
0.3266,-1.00773334503174,-0.870625078678131,2.57529616355896,-0.596772909164429,-0.878781914710999,2.86559128761292
0.3294,-1.0076984167099,-0.870592594146729,2.57530212402344,-0.596534311771393,-0.87898325920105,2.86526393890381
0.3357,-1.00761330127716,-0.87047266960144,2.57530999183655,-0.595951855182648,-0.879475653171539,2.86446714401245
0.3421,-1.00787460803986,-0.870697200298309,2.57497596740723,-0.595357716083527,-0.87994509935379,2.86365509033203
0.3447,-1.00785064697266,-0.870626449584961,2.57497644424438,-0.595131158828735,-0.880152404308319,2.86329078674316
0.3474,-1.00782346725464,-0.870542585849762,2.57497620582581,-0.594870984554291,-0.880378246307373,2.86291646957397
0.3500,-1.00779736042023,-0.870484590530396,2.57497596740723,-0.594651639461517,-0.880571126937866,2.86258006095886
0.3525,-1.00777959823608,-0.870391845703125,2.57497596740723,-0.594416737556458,-0.880774974822998,2.86221718788147
0.3552,-1.00775372982025,-0.87031751871109,2.57497549057007,-0.594171047210693,-0.880988359451294,2.86185169219971
0.3576,-1.00773787498474,-0.870213449001312,2.5749728679657,-0.5939120054245,-0.881299614906311,2.86147904396057
0.3604,-1.00782585144043,-0.870127499103546,2.57494401931763,-0.59363853931427,-0.881532073020935,2.86107444763184
0.3633,-1.00780558586121,-0.870003342628479,2.57492995262146,-0.593374133110046,-0.881740748882294,2.86065793037415
0.3693,-1.00776052474976,-0.869732260704041,2.57489585876465,-0.592780411243439,-0.882184147834778,2.85972023010254
0.3755,-1.00770580768585,-0.869417905807495,2.57482099533081,-0.592192888259888,-0.882608652114868,2.85879516601563
0.3782,-1.00768375396729,-0.869292736053467,2.57479667663574,-0.591801404953003,-0.882631063461304,2.85849499702454
0.3808,-1.00804340839386,-0.869405269622803,2.57443523406982,-0.591541171073914,-0.882809340953827,2.85809803009033
0.3834,-1.00801205635071,-0.869248628616333,2.57437992095947,-0.591263473033905,-0.882962703704834,2.85766363143921
0.3863,-1.00797641277313,-0.869086682796478,2.5743191242218,-0.590974032878876,-0.883114278316498,2.85721278190613
0.3886,-1.00795042514801,-0.868957698345184,2.57427573204041,-0.590734004974365,-0.88325822353363,2.85684537887573
0.3911,-1.00791478157043,-0.868813693523407,2.57421612739563,-0.590493381023407,-0.883365869522095,2.85645890235901
0.3937,-1.00788247585297,-0.868668138980865,2.57416296005249,-0.590233504772186,-0.883477747440338,2.85603523254395
0.3966,-1.00784575939178,-0.86850243806839,2.5741024017334,-0.589934766292572,-0.883630633354187,2.85556793212891
0.4024,-1.00813698768616,-0.868541359901428,2.57363152503967,-0.588887512683868,-0.883579134941101,2.85481572151184
0.4088,-1.00803780555725,-0.868141889572144,2.57343435287476,-0.588240027427673,-0.883736312389374,2.85374903678894
0.4115,-1.00800549983978,-0.867973864078522,2.57335376739502,-0.58798748254776,-0.883772492408752,2.85333061218262
0.4140,-1.00797092914581,-0.867819905281067,2.57328128814697,-0.58774346113205,-0.883806347846985,2.8529167175293
0.4165,-1.00792968273163,-0.86769312620163,2.57317614555359,-0.587483823299408,-0.88386857509613,2.85249710083008
0.4191,-1.00789594650269,-0.867529988288879,2.57309699058533,-0.58722460269928,-0.883930802345276,2.85207843780518
0.4214,-1.00787341594696,-0.867351353168488,2.57301163673401,-0.586778998374939,-0.883906722068787,2.85171818733215
0.4238,-1.00786066055298,-0.867173492908478,2.57293581962585,-0.586557686328888,-0.883917152881622,2.85131120681763
0.4264,-1.00783014297485,-0.866973519325256,2.57284116744995,-0.586278140544891,-0.883936405181885,2.85080504417419
0.4293,-1.00782132148743,-0.866747617721558,2.57274079322815,-0.586016058921814,-0.883952140808105,2.85032343864441
0.4351,-1.00741899013519,-0.86604779958725,2.57271957397461,-0.585451424121857,-0.883991658687592,2.84929132461548
0.4411,-1.00740718841553,-0.865506708621979,2.57248425483704,-0.584921002388,-0.884454667568207,2.84800958633423
0.4438,-1.00741243362427,-0.865228593349457,2.57236933708191,-0.584671676158905,-0.884459972381592,2.84751749038696
0.4462,-1.00740802288055,-0.864992737770081,2.57226848602295,-0.584432601928711,-0.884457886219025,2.84704113006592
0.4488,-1.00740468502045,-0.864693760871887,2.57214283943176,-0.58416873216629,-0.884470880031586,2.84653854370117
0.4515,-1.00740087032318,-0.86445415019989,2.57204151153564,-0.583946108818054,-0.884452521800995,2.84607553482056
0.4539,-1.00739204883575,-0.864166557788849,2.57191729545593,-0.583723366260529,-0.884424984455109,2.84561443328857
0.4565,-1.0063271522522,-0.863022327423096,2.57235980033875,-0.583474814891815,-0.884419441223145,2.84511923789978
0.4592,-1.00628936290741,-0.862692475318909,2.57221579551697,-0.583177268505096,-0.884677469730377,2.84448933601379
0.4622,-1.00626003742218,-0.862348794937134,2.57207083702087,-0.582893252372742,-0.884660542011261,2.84392881393433
0.4690,-1.00610601902008,-0.861465573310852,2.57167625427246,-0.582244575023651,-0.884450674057007,2.84263229370117
0.4750,-1.00613045692444,-0.8608358502388,2.57119941711426,-0.581707835197449,-0.884154677391052,2.84156680107117
0.4775,-1.00584006309509,-0.860335946083069,2.57126879692078,-0.581478416919708,-0.884066224098206,2.84111642837524
0.4799,-1.00574135780334,-0.860019266605377,2.57111239433289,-0.581286191940308,-0.884046077728271,2.84063720703125
0.4821,-1.00567388534546,-0.859730899333954,2.57097721099854,-0.581073701381683,-0.883945465087891,2.84022688865662
0.4844,-1.00555503368378,-0.859418272972107,2.57080674171448,-0.58084911108017,-0.883735239505768,2.8397970199585
0.4869,-1.00543689727783,-0.859067738056183,2.57063055038452,-0.58059960603714,-0.883504629135132,2.8393383026123
0.4895,-1.00534176826477,-0.858748018741608,2.57047319412231,-0.580363273620605,-0.883272707462311,2.83890533447266
0.4920,-1.00521469116211,-0.858395755290985,2.57029628753662,-0.580119371414185,-0.883082866668701,2.83845496177673
0.4946,-1.00510108470917,-0.858040690422058,2.57012033462524,-0.579858660697937,-0.882800698280334,2.83798670768738
0.5009,-1.00479090213776,-0.857105672359467,2.56968450546265,-0.578976452350616,-0.882146775722504,2.83695888519287
0.5071,-1.00447833538055,-0.856118261814117,2.56921672821045,-0.578331887722015,-0.881378412246704,2.8358473777771
0.5097,-1.00436162948608,-0.85574859380722,2.56904220581055,-0.578080654144287,-0.881058394908905,2.83540868759155
0.5122,-1.00423753261566,-0.855311214923859,2.56885480880737,-0.577826738357544,-0.880770683288574,2.83497262001038
0.5145,-1.00412344932556,-0.854936599731445,2.56868410110474,-0.577584981918335,-0.880441844463348,2.83454322814941
0.5223,-1.0037499666214,-0.853222548961639,2.5680787563324,-0.576720356941223,-0.879378139972687,2.83308410644531
0.5252,-1.00360703468323,-0.852690815925598,2.56787014007568,-0.576430082321167,-0.879000306129456,2.83257436752319
0.5280,-1.0034339427948,-0.85204416513443,2.5676531791687,-0.576136112213135,-0.878544092178345,2.83202528953552
0.5335,-1.00310623645782,-0.85082346200943,2.56725192070007,-0.575595915317535,-0.877647697925568,2.83099579811096
0.5398,-1.00282335281372,-0.849385559558868,2.5665168762207,-0.574881374835968,-0.876626431941986,2.82977962493896
0.5428,-1.0026319026947,-0.848688423633575,2.56629824638367,-0.57458770275116,-0.876155912876129,2.82922697067261
0.5454,-1.00241589546204,-0.847953140735626,2.56612038612366,-0.574355244636536,-0.875619888305664,2.82873368263245
0.5478,-1.00218820571899,-0.847210645675659,2.56594133377075,-0.574104785919189,-0.875171542167664,2.82824397087097
0.5510,-1.001957654953,-0.846415758132935,2.56572532653809,-0.573822557926178,-0.874587535858154,2.82766509056091
0.5537,-1.0016952753067,-0.845604002475739,2.56554484367371,-0.573577523231506,-0.874052166938782,2.82714629173279
0.5562,-1.0014865398407,-0.844907701015472,2.5653669834137,-0.573339521884918,-0.873578190803528,2.82666039466858
0.5588,-1.00150966644287,-0.844343662261963,2.56484317779541,-0.573011457920074,-0.873050808906555,2.82625508308411
0.5619,-1.00122630596161,-0.843443512916565,2.56462621688843,-0.572726011276245,-0.872459769248962,2.82566428184509
0.5680,-1.00051867961884,-0.841424942016602,2.5642147064209,-0.57219785451889,-0.871113181114197,2.8244457244873
0.5743,-0.999829649925232,-0.839439511299133,2.5638210773468,-0.571720719337463,-0.869771420955658,2.82327008247375
0.5772,-0.999577581882477,-0.83863627910614,2.56334495544434,-0.571491599082947,-0.86917519569397,2.82272887229919
0.5798,-0.999254822731018,-0.837747693061829,2.56319212913513,-0.571502983570099,-0.869028747081757,2.82204365730286
0.5823,-0.998954474925995,-0.836901187896729,2.56302785873413,-0.571302592754364,-0.868481576442719,2.82155251502991
0.5851,-0.998606383800507,-0.835973680019379,2.56288051605225,-0.571179509162903,-0.86783105134964,2.82104969024658
0.5873,-0.998289823532104,-0.835126340389252,2.56275606155396,-0.571016728878021,-0.867300271987915,2.8205943107605
0.5897,-0.998012363910675,-0.834369242191315,2.56262874603271,-0.570902824401855,-0.86677360534668,2.82017993927002
0.5919,-0.997713446617126,-0.833569228649139,2.56252527236938,-0.570763289928436,-0.866272926330566,2.81976079940796
0.5945,-0.997377097606659,-0.832660496234894,2.5623836517334,-0.570638298988342,-0.865638375282288,2.81927371025085
0.6005,-0.996840357780457,-0.830785691738129,2.56169629096985,-0.570230662822723,-0.86417943239212,2.8180775642395
0.6064,-0.995989441871643,-0.82856810092926,2.5614652633667,-0.56996077299118,-0.862691223621368,2.81698369979858
0.6093,-0.995605289936066,-0.827568829059601,2.56135106086731,-0.569868743419647,-0.861983895301819,2.81650424003601
0.6120,-0.995224714279175,-0.826594889163971,2.56127643585205,-0.569761157035828,-0.861344456672668,2.81604504585266
0.6148,-0.994816839694977,-0.825543820858002,2.56117081642151,-0.569685518741608,-0.860586225986481,2.8155562877655
0.6176,-0.99487578868866,-0.824758291244507,2.56051230430603,-0.569286584854126,-0.859674572944641,2.81509160995483
0.6203,-0.99447363615036,-0.823724269866943,2.56044602394104,-0.569219648838043,-0.85895848274231,2.81464433670044
0.6228,-0.994096755981445,-0.822754740715027,2.56036067008972,-0.569138705730438,-0.858282685279846,2.81420350074768
0.6254,-0.993705153465271,-0.821738064289093,2.5603187084198,-0.569086372852325,-0.857575178146362,2.81378364562988
0.6322,-0.992583215236664,-0.818912267684937,2.56020164489746,-0.568926811218262,-0.855642378330231,2.81261825561523
0.6380,-0.992001116275787,-0.816795349121094,2.55970859527588,-0.56883031129837,-0.854040801525116,2.81169199943542
0.6407,-0.991547584533691,-0.815689504146576,2.55968689918518,-0.568960905075073,-0.853551805019379,2.8109130859375
0.6430,-0.99115777015686,-0.814711689949036,2.55964827537537,-0.568914353847504,-0.852877795696259,2.81051301956177
0.6453,-0.990747511386871,-0.813705325126648,2.55963468551636,-0.56893515586853,-0.852158665657043,2.81013894081116
0.6478,-0.990266561508179,-0.812570691108704,2.55962491035461,-0.568902134895325,-0.851401209831238,2.80970430374146
0.6506,-0.989801466464996,-0.81143456697464,2.55959939956665,-0.568900287151337,-0.850594580173492,2.80925679206848
0.6533,-0.989295661449432,-0.810263931751251,2.55959868431091,-0.568903207778931,-0.849792659282684,2.80880999565125
0.6557,-0.988864243030548,-0.809158980846405,2.55931186676025,-0.568889915943146,-0.849066436290741,2.80840063095093
0.6584,-0.988351047039032,-0.807978451251984,2.55930376052856,-0.568977236747742,-0.848464906215668,2.80767416954041
0.6610,-0.987856924533844,-0.806817471981049,2.55928802490234,-0.568998098373413,-0.847656786441803,2.80722284317017
0.6665,-0.986704111099243,-0.804233849048615,2.55929183959961,-0.569038033485413,-0.84591281414032,2.80624723434448
0.6728,-0.9854975938797,-0.801526010036469,2.55931067466736,-0.56911313533783,-0.844079732894897,2.80523109436035
0.6754,-0.98585170507431,-0.800949573516846,2.55842447280884,-0.569175541400909,-0.843302607536316,2.80481243133545
0.6779,-0.985351264476776,-0.799817800521851,2.55842065811157,-0.569208741188049,-0.842537403106689,2.80438923835754
0.6802,-0.98488450050354,-0.798802733421326,2.55843901634216,-0.568993031978607,-0.841368496417999,2.80424880981445
0.6826,-0.984400153160095,-0.797718524932861,2.55844259262085,-0.569071590900421,-0.840623378753662,2.80385661125183
0.6854,-0.98382705450058,-0.796470284461975,2.5584659576416,-0.569166123867035,-0.839767217636108,2.80340719223022
0.6879,-0.983258545398712,-0.795240640640259,2.55850195884705,-0.569236099720001,-0.838930249214172,2.80296063423157
0.6907,-0.982721626758575,-0.794077754020691,2.55853986740112,-0.569346070289612,-0.838130235671997,2.80254936218262
0.6937,-0.982097983360291,-0.792711794376373,2.55857229232788,-0.56947934627533,-0.837190747261047,2.80206680297852
0.6994,-0.981143653392792,-0.790130436420441,2.55828452110291,-0.569699168205261,-0.835432946681976,2.8011486530304
0.7057,-0.97981584072113,-0.787311017513275,2.55840444564819,-0.570066034793854,-0.833428382873535,2.80013346672058
0.7085,-0.979239225387573,-0.786095917224884,2.55846214294434,-0.570209860801697,-0.832556486129761,2.79968762397766
0.7114,-0.978697657585144,-0.784954071044922,2.55851817131042,-0.570391058921814,-0.831718385219574,2.79927134513855
0.7138,-0.97821056842804,-0.783917665481567,2.55856227874756,-0.570561766624451,-0.830963432788849,2.79890012741089
0.7162,-0.978307247161865,-0.783232033252716,2.5579252243042,-0.57070654630661,-0.830219209194183,2.79852604866028
0.7189,-0.977767467498779,-0.782100975513458,2.55797100067139,-0.570850729942322,-0.828989446163177,2.79819822311401
0.7213,-0.977290630340576,-0.781092345714569,2.55800819396973,-0.571027934551239,-0.828219056129456,2.79783797264099
0.7236,-0.976824760437012,-0.780146360397339,2.55805087089539,-0.571190476417542,-0.827457070350647,2.79746842384338
0.7265,-0.976259350776672,-0.778991222381592,2.55810594558716,-0.571409523487091,-0.826508581638336,2.797034740448
0.7319,-0.975238621234894,-0.776915609836578,2.55820870399475,-0.57179468870163,-0.824788391590118,2.79625487327576
0.7386,-0.974351525306702,-0.77422821521759,2.55799579620361,-0.572273731231689,-0.822589993476868,2.7952868938446
0.7414,-0.973835349082947,-0.773198902606964,2.55805706977844,-0.572328925132751,-0.821566700935364,2.79491519927979
0.7447,-0.973266184329987,-0.772067010402679,2.55812644958496,-0.572525084018707,-0.820473074913025,2.79448866844177
0.7471,-0.972800552845001,-0.771133840084076,2.55819058418274,-0.572676658630371,-0.819540560245514,2.79414391517639
0.7497,-0.972382307052612,-0.770295143127441,2.55824136734009,-0.572799444198608,-0.81872421503067,2.79385304450989
0.7524,-0.971914768218994,-0.769372522830963,2.55831623077393,-0.572942078113556,-0.817745268344879,2.79350709915161
0.7553,-0.971438467502594,-0.768439531326294,2.55837821960449,-0.573103666305542,-0.816756963729858,2.79313635826111
0.7579,-0.970893144607544,-0.767021059989929,2.55854368209839,-0.573429465293884,-0.816075146198273,2.79272818565369
0.7640,-0.969924330711365,-0.765112459659576,2.55873799324036,-0.573707401752472,-0.813898622989655,2.79201149940491
0.7705,-0.968837201595306,-0.762995481491089,2.55898928642273,-0.573951303958893,-0.811304032802582,2.79126524925232
0.7738,-0.968431353569031,-0.762208044528961,2.55907845497131,-0.574029326438904,-0.810350298881531,2.791015625
0.7762,-0.967548608779907,-0.760877549648285,2.55958652496338,-0.57411652803421,-0.809485137462616,2.79076242446899
0.7788,-0.967193961143494,-0.760198175907135,2.55969285964966,-0.57418954372406,-0.808526456356049,2.79040098190308
0.7814,-0.966811418533325,-0.759465515613556,2.55979299545288,-0.574271678924561,-0.807585775852203,2.79016160964966
0.7843,-0.966439843177795,-0.75876796245575,2.55991744995117,-0.574365854263306,-0.806551337242126,2.78987789154053
0.7869,-0.966099321842194,-0.758136630058289,2.56003737449646,-0.574464559555054,-0.805594503879547,2.78963732719421
0.7895,-0.965768039226532,-0.757519483566284,2.56014037132263,-0.574570596218109,-0.804737508296967,2.78941893577576
0.7923,-0.965430021286011,-0.756917774677277,2.56027245521545,-0.574675619602203,-0.803727388381958,2.7891526222229
0.7978,-0.964801251888275,-0.755891382694244,2.55998802185059,-0.574923872947693,-0.801842153072357,2.78866696357727
0.8049,-0.963986873626709,-0.754628837108612,2.56029963493347,-0.575379371643066,-0.799282670021057,2.78802704811096
0.8078,-0.963650822639465,-0.754152059555054,2.56043863296509,-0.575547218322754,-0.798208832740784,2.78775596618652
0.8105,-0.963361799716949,-0.753712952136993,2.56054902076721,-0.575717985630035,-0.797332942485809,2.78754687309265
0.8130,-0.963104903697968,-0.753399431705475,2.56066632270813,-0.575864493846893,-0.796465337276459,2.78733158111572
0.8156,-0.963098645210266,-0.753233850002289,2.56032538414001,-0.576044678688049,-0.795554399490356,2.78712153434753
0.8182,-0.962807595729828,-0.752837598323822,2.56044030189514,-0.576212406158447,-0.794612944126129,2.78689241409302
0.8206,-0.962582767009735,-0.752600848674774,2.56054878234863,-0.576315522193909,-0.793779253959656,2.78669142723084
