Time,HandRoleL.x,HandRoleL.y,HandRoleL.z,ThumbPosL1.x,ThumbPosL1.y,ThumbPosL1.z,ThumbPosL2.x,ThumbPosL2.y,ThumbPosL2.z,ThumbPosL3.x,ThumbPosL3.y,ThumbPosL3.z,ThumbPosL4.x,ThumbPosL4.y,ThumbPosL4.z,IndexPosL1.x,IndexPosL1.y,IndexPosL1.z,IndexPosL2.x,IndexPosL2.y,IndexPosL2.z,IndexPosL3.x,IndexPosL3.y,IndexPosL3.z,IndexPosL4.x,IndexPosL4.y,IndexPosL4.z,MiddlePosL1.x,MiddlePosL1.y,MiddlePosL1.z,MiddlePosL2.x,MiddlePosL2.y,MiddlePosL2.z,MiddlePosL3.x,MiddlePosL3.y,MiddlePosL3.z,MiddlePosL4.x,MiddlePosL4.y,MiddlePosL4.z,RingPosL1.x,RingPosL1.y,RingPosL1.z,RingPosL2.x,RingPosL2.y,RingPosL2.z,RingPosL3.x,RingPosL3.y,RingPosL3.z,RingPosL4.x,RingPosL4.y,RingPosL4.z,PinkyPosL1.x,PinkyPosL1.y,PinkyPosL1.z,PinkyPosL2.x,PinkyPosL2.y,PinkyPosL2.z,PinkyPosL3.x,PinkyPosL3.y,PinkyPosL3.z,PinkyPosL4.x,PinkyPosL4.y,PinkyPosL4.z
1.3767,312.9456,148.4898,223.9104,-0.1640835,0.7459393,-0.04579425,-0.4998226,1.167018,-0.3701745,-1.064953,1.418241,-0.877634,-1.572699,1.535468,-1.175043,-1.3923,1.276286,-0.02266835,-1.571381,1.812087,0.3438205,-1.424314,2.071079,0.7529639,-1.159903,2.127658,1.073003,-1.493462,0.9185296,0.2394038,-1.741932,1.47568,0.7892219,-1.421656,1.680763,1.24402,-1.038883,1.633005,1.418488,-1.509701,0.5910143,0.4974149,-1.702259,1.048552,1.083021,-1.34799,1.223759,1.457954,-0.900322,1.177918,1.550096,-1.427013,0.2911025,0.7451722,-1.498302,0.6334397,1.29286,-1.34799,1.223759,1.457954,-0.900322,1.177918,1.550096
1.3791,312.9456,148.4898,223.9104,-0.1640835,0.7459393,-0.04579425,-0.4998226,1.167018,-0.3701745,-1.064953,1.418241,-0.877634,-1.572699,1.535468,-1.175043,-1.3923,1.276286,-0.02266835,-1.571381,1.812087,0.3438205,-1.424314,2.071079,0.7529639,-1.159903,2.127658,1.073003,-1.493462,0.9185296,0.2394038,-1.741932,1.47568,0.7892219,-1.421656,1.680763,1.24402,-1.038883,1.633005,1.418488,-1.509701,0.5910143,0.4974149,-1.702259,1.048552,1.083021,-1.34799,1.223759,1.457954,-0.900322,1.177918,1.550096,-1.427013,0.2911025,0.7451722,-1.498302,0.6334397,1.29286,-1.34799,1.223759,1.457954,-0.900322,1.177918,1.550096
1.3815,313.6139,149.4467,223.4177,-0.163887,0.7454476,-0.05380142,-0.4971132,1.164407,-0.3834739,-1.050631,1.420436,-0.9012269,-1.544769,1.552178,-1.215026,-1.391321,1.277313,-0.02477873,-1.563122,1.817449,0.3388227,-1.407595,2.078333,0.7436118,-1.136608,2.13382,1.0583,-1.490059,0.9231066,0.2429767,-1.728813,1.487397,0.7898089,-1.401638,1.696511,1.237811,-1.016605,1.649113,1.407326,-1.503893,0.5989972,0.5053913,-1.687147,1.064301,1.087857,-1.325827,1.241906,1.454847,-0.8768253,1.193947,1.539088,-1.418892,0.3022539,0.7561616,-1.485178,0.6517393,1.299949,-1.325827,1.241906,1.454847,-0.8768253,1.193947,1.539088
1.3840,313.6139,149.4467,223.4177,-0.163887,0.7454476,-0.05380142,-0.4971132,1.164407,-0.3834739,-1.050631,1.420436,-0.9012269,-1.544769,1.552178,-1.215026,-1.391321,1.277313,-0.02477873,-1.563122,1.817449,0.3388227,-1.407595,2.078333,0.7436118,-1.136608,2.13382,1.0583,-1.490059,0.9231066,0.2429767,-1.728813,1.487397,0.7898089,-1.401638,1.696511,1.237811,-1.016605,1.649113,1.407326,-1.503893,0.5989972,0.5053913,-1.687147,1.064301,1.087857,-1.325827,1.241906,1.454847,-0.8768253,1.193947,1.539088,-1.418892,0.3022539,0.7561616,-1.485178,0.6517393,1.299949,-1.325827,1.241906,1.454847,-0.8768253,1.193947,1.539088
1.3870,313.6139,149.4467,223.4177,-0.163887,0.7454476,-0.05380142,-0.4971132,1.164407,-0.3834739,-1.050631,1.420436,-0.9012269,-1.544769,1.552178,-1.215026,-1.391321,1.277313,-0.02477873,-1.563122,1.817449,0.3388227,-1.407595,2.078333,0.7436118,-1.136608,2.13382,1.0583,-1.490059,0.9231066,0.2429767,-1.728813,1.487397,0.7898089,-1.401638,1.696511,1.237811,-1.016605,1.649113,1.407326,-1.503893,0.5989972,0.5053913,-1.687147,1.064301,1.087857,-1.325827,1.241906,1.454847,-0.8768253,1.193947,1.539088,-1.418892,0.3022539,0.7561616,-1.485178,0.6517393,1.299949,-1.325827,1.241906,1.454847,-0.8768253,1.193947,1.539088
1.3928,314.2491,150.1956,223.0515,-0.1630764,0.7450529,-0.06122086,-0.4932451,1.162259,-0.3961506,-1.034803,1.422591,-0.9243006,-1.508495,1.572077,-1.260856,-1.389318,1.279422,-0.0281065,-1.554497,1.823616,0.3324994,-1.391642,2.086097,0.7333546,-1.115173,2.140401,1.043445,-1.486382,0.9285777,0.2446425,-1.717438,1.499575,0.7878082,-1.384939,1.712436,1.230089,-0.9982729,1.665426,1.39596,-1.498539,0.6076143,0.5109774,-1.673687,1.080069,1.090171,-1.30644,1.259516,1.45032,-0.8565216,1.20927,1.528081,-1.411917,0.3137002,0.7645099,-1.474039,0.6696672,1.304572,-1.30644,1.259516,1.45032,-0.8565216,1.20927,1.528081
1.3990,314.2491,150.1956,223.0515,-0.1630764,0.7450529,-0.06122086,-0.4932451,1.162259,-0.3961506,-1.034803,1.422591,-0.9243006,-1.508495,1.572077,-1.260856,-1.389318,1.279422,-0.0281065,-1.554497,1.823616,0.3324994,-1.391642,2.086097,0.7333546,-1.115173,2.140401,1.043445,-1.486382,0.9285777,0.2446425,-1.717438,1.499575,0.7878082,-1.384939,1.712436,1.230089,-0.9982729,1.665426,1.39596,-1.498539,0.6076143,0.5109774,-1.673687,1.080069,1.090171,-1.30644,1.259516,1.45032,-0.8565216,1.20927,1.528081,-1.411917,0.3137002,0.7645099,-1.474039,0.6696672,1.304572,-1.30644,1.259516,1.45032,-0.8565216,1.20927,1.528081
1.4019,314.2491,150.1956,223.0515,-0.1630764,0.7450529,-0.06122086,-0.4932451,1.162259,-0.3961506,-1.034803,1.422591,-0.9243006,-1.508495,1.572077,-1.260856,-1.389318,1.279422,-0.0281065,-1.554497,1.823616,0.3324994,-1.391642,2.086097,0.7333546,-1.115173,2.140401,1.043445,-1.486382,0.9285777,0.2446425,-1.717438,1.499575,0.7878082,-1.384939,1.712436,1.230089,-0.9982729,1.665426,1.39596,-1.498539,0.6076143,0.5109774,-1.673687,1.080069,1.090171,-1.30644,1.259516,1.45032,-0.8565216,1.20927,1.528081,-1.411917,0.3137002,0.7645099,-1.474039,0.6696672,1.304572,-1.30644,1.259516,1.45032,-0.8565216,1.20927,1.528081
1.4044,314.8421,150.7411,222.7685,-0.161911,0.7446986,-0.06822597,-0.488904,1.160238,-0.4083052,-1.019417,1.423482,-0.9461337,-1.47517,1.585511,-1.301146,-1.386833,1.281987,-0.03350049,-1.546625,1.829962,0.3237924,-1.37808,2.09406,0.7212189,-1.097511,2.147554,1.027747,-1.482975,0.9342899,0.2435698,-1.708502,1.51149,0.7824864,-1.372311,1.72788,1.220238,-0.9846077,1.681349,1.38381,-1.49419,0.6162227,0.5133978,-1.66317,1.095205,1.089051,-1.291599,1.27638,1.443859,-0.8411474,1.224208,1.51714,-1.406651,0.3248571,0.7695428,-1.466686,0.6866584,1.305952,-1.291599,1.27638,1.443859,-0.8411474,1.224208,1.51714
1.4067,314.8421,150.7411,222.7685,-0.161911,0.7446986,-0.06822597,-0.488904,1.160238,-0.4083052,-1.019417,1.423482,-0.9461337,-1.47517,1.585511,-1.301146,-1.386833,1.281987,-0.03350049,-1.546625,1.829962,0.3237924,-1.37808,2.09406,0.7212189,-1.097511,2.147554,1.027747,-1.482975,0.9342899,0.2435698,-1.708502,1.51149,0.7824864,-1.372311,1.72788,1.220238,-0.9846077,1.681349,1.38381,-1.49419,0.6162227,0.5133978,-1.66317,1.095205,1.089051,-1.291599,1.27638,1.443859,-0.8411474,1.224208,1.51714,-1.406651,0.3248571,0.7695428,-1.466686,0.6866584,1.305952,-1.291599,1.27638,1.443859,-0.8411474,1.224208,1.51714
1.4096,314.8421,150.7411,222.7685,-0.161911,0.7446986,-0.06822597,-0.488904,1.160238,-0.4083052,-1.019417,1.423482,-0.9461337,-1.47517,1.585511,-1.301146,-1.386833,1.281987,-0.03350049,-1.546625,1.829962,0.3237924,-1.37808,2.09406,0.7212189,-1.097511,2.147554,1.027747,-1.482975,0.9342899,0.2435698,-1.708502,1.51149,0.7824864,-1.372311,1.72788,1.220238,-0.9846077,1.681349,1.38381,-1.49419,0.6162227,0.5133978,-1.66317,1.095205,1.089051,-1.291599,1.27638,1.443859,-0.8411474,1.224208,1.51714,-1.406651,0.3248571,0.7695428,-1.466686,0.6866584,1.305952,-1.291599,1.27638,1.443859,-0.8411474,1.224208,1.51714
1.4121,314.8421,150.7411,222.7685,-0.161911,0.7446986,-0.06822597,-0.488904,1.160238,-0.4083052,-1.019417,1.423482,-0.9461337,-1.47517,1.585511,-1.301146,-1.386833,1.281987,-0.03350049,-1.546625,1.829962,0.3237924,-1.37808,2.09406,0.7212189,-1.097511,2.147554,1.027747,-1.482975,0.9342899,0.2435698,-1.708502,1.51149,0.7824864,-1.372311,1.72788,1.220238,-0.9846077,1.681349,1.38381,-1.49419,0.6162227,0.5133978,-1.66317,1.095205,1.089051,-1.291599,1.27638,1.443859,-0.8411474,1.224208,1.51714,-1.406651,0.3248571,0.7695428,-1.466686,0.6866584,1.305952,-1.291599,1.27638,1.443859,-0.8411474,1.224208,1.51714
1.4145,315.4451,151.1825,222.4967,-0.1606102,0.7442692,-0.07558927,-0.4841833,1.157899,-0.4212213,-1.00358,1.422907,-0.9689415,-1.442261,1.594406,-1.340623,-1.384212,1.284586,-0.04136499,-1.539419,1.836402,0.3120162,-1.366177,2.102376,0.7061576,-1.082323,2.155445,1.009722,-1.479889,0.9401217,0.239873,-1.70116,1.523577,0.7737944,-1.362228,1.743659,1.207576,-0.9738331,1.697757,1.369671,-1.490608,0.6250206,0.5131789,-1.654636,1.110565,1.084752,-1.279667,1.293643,1.434981,-0.8288937,1.23978,1.504979,-1.402573,0.3362547,0.7720841,-1.461643,0.7039075,1.304608,-1.279667,1.293643,1.434981,-0.8288937,1.23978,1.504979
1.4171,315.4451,151.1825,222.4967,-0.1606102,0.7442692,-0.07558927,-0.4841833,1.157899,-0.4212213,-1.00358,1.422907,-0.9689415,-1.442261,1.594406,-1.340623,-1.384212,1.284586,-0.04136499,-1.539419,1.836402,0.3120162,-1.366177,2.102376,0.7061576,-1.082323,2.155445,1.009722,-1.479889,0.9401217,0.239873,-1.70116,1.523577,0.7737944,-1.362228,1.743659,1.207576,-0.9738331,1.697757,1.369671,-1.490608,0.6250206,0.5131789,-1.654636,1.110565,1.084752,-1.279667,1.293643,1.434981,-0.8288937,1.23978,1.504979,-1.402573,0.3362547,0.7720841,-1.461643,0.7039075,1.304608,-1.279667,1.293643,1.434981,-0.8288937,1.23978,1.504979
1.4201,315.4451,151.1825,222.4967,-0.1606102,0.7442692,-0.07558927,-0.4841833,1.157899,-0.4212213,-1.00358,1.422907,-0.9689415,-1.442261,1.594406,-1.340623,-1.384212,1.284586,-0.04136499,-1.539419,1.836402,0.3120162,-1.366177,2.102376,0.7061576,-1.082323,2.155445,1.009722,-1.479889,0.9401217,0.239873,-1.70116,1.523577,0.7737944,-1.362228,1.743659,1.207576,-0.9738331,1.697757,1.369671,-1.490608,0.6250206,0.5131789,-1.654636,1.110565,1.084752,-1.279667,1.293643,1.434981,-0.8288937,1.23978,1.504979,-1.402573,0.3362547,0.7720841,-1.461643,0.7039075,1.304608,-1.279667,1.293643,1.434981,-0.8288937,1.23978,1.504979
1.4258,316.102,151.6095,222.2387,-0.1589775,0.7437698,-0.08353807,-0.478816,1.155267,-0.4351406,-0.9863605,1.421469,-0.993294,-1.40748,1.600884,-1.381197,-1.380995,1.287726,-0.05033508,-1.531233,1.843652,0.2987234,-1.353027,2.111513,0.6893595,-1.065941,2.164212,0.9899343,-1.476358,0.9468048,0.2352933,-1.693157,1.53697,0.7636468,-1.351427,1.760876,1.193257,-0.9623775,1.715534,1.353936,-1.486725,0.6349262,0.5122841,-1.645432,1.127492,1.079334,-1.266859,1.312357,1.424712,-0.8158245,1.256408,1.491312,-1.398329,0.348949,0.7741451,-1.45701,0.722821,1.302364,-1.266859,1.312357,1.424712,-0.8158245,1.256408,1.491312
1.4317,316.102,151.6095,222.2387,-0.1589775,0.7437698,-0.08353807,-0.478816,1.155267,-0.4351406,-0.9863605,1.421469,-0.993294,-1.40748,1.600884,-1.381197,-1.380995,1.287726,-0.05033508,-1.531233,1.843652,0.2987234,-1.353027,2.111513,0.6893595,-1.065941,2.164212,0.9899343,-1.476358,0.9468048,0.2352933,-1.693157,1.53697,0.7636468,-1.351427,1.760876,1.193257,-0.9623775,1.715534,1.353936,-1.486725,0.6349262,0.5122841,-1.645432,1.127492,1.079334,-1.266859,1.312357,1.424712,-0.8158245,1.256408,1.491312,-1.398329,0.348949,0.7741451,-1.45701,0.722821,1.302364,-1.266859,1.312357,1.424712,-0.8158245,1.256408,1.491312
1.4347,316.102,151.6095,222.2387,-0.1589775,0.7437698,-0.08353807,-0.478816,1.155267,-0.4351406,-0.9863605,1.421469,-0.993294,-1.40748,1.600884,-1.381197,-1.380995,1.287726,-0.05033508,-1.531233,1.843652,0.2987234,-1.353027,2.111513,0.6893595,-1.065941,2.164212,0.9899343,-1.476358,0.9468048,0.2352933,-1.693157,1.53697,0.7636468,-1.351427,1.760876,1.193257,-0.9623775,1.715534,1.353936,-1.486725,0.6349262,0.5122841,-1.645432,1.127492,1.079334,-1.266859,1.312357,1.424712,-0.8158245,1.256408,1.491312,-1.398329,0.348949,0.7741451,-1.45701,0.722821,1.302364,-1.266859,1.312357,1.424712,-0.8158245,1.256408,1.491312
1.4371,316.7967,151.9922,222.0876,-0.156395,0.743394,-0.09138897,-0.4722033,1.153038,-0.4487514,-0.9678345,1.420437,-1.016948,-1.371954,1.60644,-1.419552,-1.376041,1.292671,-0.05858567,-1.520432,1.852861,0.2860967,-1.336815,2.122376,0.6730722,-1.046396,2.174382,0.9705501,-1.471376,0.9554717,0.2314357,-1.68248,1.552551,0.7542983,-1.337358,1.779684,1.179478,-0.9476252,1.734287,1.338479,-1.481642,0.646866,0.5120722,-1.633757,1.146585,1.074653,-1.250893,1.332389,1.414756,-0.7996826,1.273368,1.477397,-1.393118,0.3635824,0.7768018,-1.451252,0.7436698,1.300627,-1.250893,1.332389,1.414756,-0.7996826,1.273368,1.477397
1.4396,316.7967,151.9922,222.0876,-0.156395,0.743394,-0.09138897,-0.4722033,1.153038,-0.4487514,-0.9678345,1.420437,-1.016948,-1.371954,1.60644,-1.419552,-1.376041,1.292671,-0.05858567,-1.520432,1.852861,0.2860967,-1.336815,2.122376,0.6730722,-1.046396,2.174382,0.9705501,-1.471376,0.9554717,0.2314357,-1.68248,1.552551,0.7542983,-1.337358,1.779684,1.179478,-0.9476252,1.734287,1.338479,-1.481642,0.646866,0.5120722,-1.633757,1.146585,1.074653,-1.250893,1.332389,1.414756,-0.7996826,1.273368,1.477397,-1.393118,0.3635824,0.7768018,-1.451252,0.7436698,1.300627,-1.250893,1.332389,1.414756,-0.7996826,1.273368,1.477397
1.4421,316.7967,151.9922,222.0876,-0.156395,0.743394,-0.09138897,-0.4722033,1.153038,-0.4487514,-0.9678345,1.420437,-1.016948,-1.371954,1.60644,-1.419552,-1.376041,1.292671,-0.05858567,-1.520432,1.852861,0.2860967,-1.336815,2.122376,0.6730722,-1.046396,2.174382,0.9705501,-1.471376,0.9554717,0.2314357,-1.68248,1.552551,0.7542983,-1.337358,1.779684,1.179478,-0.9476252,1.734287,1.338479,-1.481642,0.646866,0.5120722,-1.633757,1.146585,1.074653,-1.250893,1.332389,1.414756,-0.7996826,1.273368,1.477397,-1.393118,0.3635824,0.7768018,-1.451252,0.7436698,1.300627,-1.250893,1.332389,1.414756,-0.7996826,1.273368,1.477397
1.4445,316.7967,151.9922,222.0876,-0.156395,0.743394,-0.09138897,-0.4722033,1.153038,-0.4487514,-0.9678345,1.420437,-1.016948,-1.371954,1.60644,-1.419552,-1.376041,1.292671,-0.05858567,-1.520432,1.852861,0.2860967,-1.336815,2.122376,0.6730722,-1.046396,2.174382,0.9705501,-1.471376,0.9554717,0.2314357,-1.68248,1.552551,0.7542983,-1.337358,1.779684,1.179478,-0.9476252,1.734287,1.338479,-1.481642,0.646866,0.5120722,-1.633757,1.146585,1.074653,-1.250893,1.332389,1.414756,-0.7996826,1.273368,1.477397,-1.393118,0.3635824,0.7768018,-1.451252,0.7436698,1.300627,-1.250893,1.332389,1.414756,-0.7996826,1.273368,1.477397
1.4468,317.5203,152.339,222.0311,-0.1529989,0.7431114,-0.09910829,-0.4646339,1.15112,-0.4619627,-0.948616,1.419544,-1.039639,-1.336798,1.610743,-1.45528,-1.369562,1.299172,-0.06610651,-1.506815,1.863614,0.2745321,-1.316751,2.133963,0.6577956,-1.022488,2.184148,0.9517862,-1.465088,0.9658369,0.2282863,-1.668695,1.569903,0.7460713,-1.319263,1.799367,1.166452,-0.9287453,1.753034,1.323239,-1.475447,0.6605352,0.5125101,-1.619772,1.167449,1.070689,-1.231977,1.353353,1.405105,-0.7807055,1.29032,1.463234,-1.386972,0.3798483,0.780008,-1.443729,0.7661269,1.299437,-1.231977,1.353353,1.405105,-0.7807055,1.29032,1.463234
1.4493,317.5203,152.339,222.0311,-0.1529989,0.7431114,-0.09910829,-0.4646339,1.15112,-0.4619627,-0.948616,1.419544,-1.039639,-1.336798,1.610743,-1.45528,-1.369562,1.299172,-0.06610651,-1.506815,1.863614,0.2745321,-1.316751,2.133963,0.6577956,-1.022488,2.184148,0.9517862,-1.465088,0.9658369,0.2282863,-1.668695,1.569903,0.7460713,-1.319263,1.799367,1.166452,-0.9287453,1.753034,1.323239,-1.475447,0.6605352,0.5125101,-1.619772,1.167449,1.070689,-1.231977,1.353353,1.405105,-0.7807055,1.29032,1.463234,-1.386972,0.3798483,0.780008,-1.443729,0.7661269,1.299437,-1.231977,1.353353,1.405105,-0.7807055,1.29032,1.463234
1.4525,317.5203,152.339,222.0311,-0.1529989,0.7431114,-0.09910829,-0.4646339,1.15112,-0.4619627,-0.948616,1.419544,-1.039639,-1.336798,1.610743,-1.45528,-1.369562,1.299172,-0.06610651,-1.506815,1.863614,0.2745321,-1.316751,2.133963,0.6577956,-1.022488,2.184148,0.9517862,-1.465088,0.9658369,0.2282863,-1.668695,1.569903,0.7460713,-1.319263,1.799367,1.166452,-0.9287453,1.753034,1.323239,-1.475447,0.6605352,0.5125101,-1.619772,1.167449,1.070689,-1.231977,1.353353,1.405105,-0.7807055,1.29032,1.463234,-1.386972,0.3798483,0.780008,-1.443729,0.7661269,1.299437,-1.231977,1.353353,1.405105,-0.7807055,1.29032,1.463234
1.4585,318.2485,152.6461,222.0704,-0.148901,0.7429313,-0.1064308,-0.4567947,1.149513,-0.4740483,-0.9312544,1.418362,-1.059376,-1.306852,1.612852,-1.484935,-1.361729,1.307039,-0.07254321,-1.490337,1.875484,0.2647965,-1.292486,2.145326,0.6444592,-0.9936867,2.191955,0.9344336,-1.457624,0.977581,0.2260642,-1.651091,1.58839,0.7398115,-1.296009,1.818705,1.154961,-0.9045315,1.770101,1.30864,-1.468239,0.6755013,0.5137009,-1.603313,1.189381,1.06781,-1.209667,1.374128,1.395973,-0.7584953,1.305767,1.448588,-1.379969,0.3972225,0.7837694,-1.434708,0.7894557,1.298935,-1.209667,1.374128,1.395973,-0.7584953,1.305767,1.448588
1.4647,318.2485,152.6461,222.0704,-0.148901,0.7429313,-0.1064308,-0.4567947,1.149513,-0.4740483,-0.9312544,1.418362,-1.059376,-1.306852,1.612852,-1.484935,-1.361729,1.307039,-0.07254321,-1.490337,1.875484,0.2647965,-1.292486,2.145326,0.6444592,-0.9936867,2.191955,0.9344336,-1.457624,0.977581,0.2260642,-1.651091,1.58839,0.7398115,-1.296009,1.818705,1.154961,-0.9045315,1.770101,1.30864,-1.468239,0.6755013,0.5137009,-1.603313,1.189381,1.06781,-1.209667,1.374128,1.395973,-0.7584953,1.305767,1.448588,-1.379969,0.3972225,0.7837694,-1.434708,0.7894557,1.298935,-1.209667,1.374128,1.395973,-0.7584953,1.305767,1.448588
1.4673,318.2485,152.6461,222.0704,-0.148901,0.7429313,-0.1064308,-0.4567947,1.149513,-0.4740483,-0.9312544,1.418362,-1.059376,-1.306852,1.612852,-1.484935,-1.361729,1.307039,-0.07254321,-1.490337,1.875484,0.2647965,-1.292486,2.145326,0.6444592,-0.9936867,2.191955,0.9344336,-1.457624,0.977581,0.2260642,-1.651091,1.58839,0.7398115,-1.296009,1.818705,1.154961,-0.9045315,1.770101,1.30864,-1.468239,0.6755013,0.5137009,-1.603313,1.189381,1.06781,-1.209667,1.374128,1.395973,-0.7584953,1.305767,1.448588,-1.379969,0.3972225,0.7837694,-1.434708,0.7894557,1.298935,-1.209667,1.374128,1.395973,-0.7584953,1.305767,1.448588
1.4740,319.2701,153.0374,222.2074,-0.1426029,0.7426748,-0.1163806,-0.4433498,1.152729,-0.486052,-0.904151,1.430166,-1.078244,-1.263092,1.63411,-1.513638,-1.349585,1.319088,-0.08090034,-1.465164,1.89287,0.2520906,-1.255827,2.161093,0.626707,-0.9505911,2.201686,0.9108258,-1.446129,0.995103,0.2234314,-1.623631,1.61502,0.7320067,-1.25988,1.845361,1.139568,-0.8670797,1.792608,1.288425,-1.457224,0.6974911,0.5156705,-1.577387,1.220762,1.064399,-1.174221,1.401997,1.382815,-0.7235928,1.324129,1.426047,-1.369364,0.4224433,0.789161,-1.420198,0.8227787,1.29846,-1.174221,1.401997,1.382815,-0.7235928,1.324129,1.426047
1.4765,319.2701,153.0374,222.2074,-0.1426029,0.7426748,-0.1163806,-0.4433498,1.152729,-0.486052,-0.904151,1.430166,-1.078244,-1.263092,1.63411,-1.513638,-1.349585,1.319088,-0.08090034,-1.465164,1.89287,0.2520906,-1.255827,2.161093,0.626707,-0.9505911,2.201686,0.9108258,-1.446129,0.995103,0.2234314,-1.623631,1.61502,0.7320067,-1.25988,1.845361,1.139568,-0.8670797,1.792608,1.288425,-1.457224,0.6974911,0.5156705,-1.577387,1.220762,1.064399,-1.174221,1.401997,1.382815,-0.7235928,1.324129,1.426047,-1.369364,0.4224433,0.789161,-1.420198,0.8227787,1.29846,-1.174221,1.401997,1.382815,-0.7235928,1.324129,1.426047
1.4792,319.2701,153.0374,222.2074,-0.1426029,0.7426748,-0.1163806,-0.4433498,1.152729,-0.486052,-0.904151,1.430166,-1.078244,-1.263092,1.63411,-1.513638,-1.349585,1.319088,-0.08090034,-1.465164,1.89287,0.2520906,-1.255827,2.161093,0.626707,-0.9505911,2.201686,0.9108258,-1.446129,0.995103,0.2234314,-1.623631,1.61502,0.7320067,-1.25988,1.845361,1.139568,-0.8670797,1.792608,1.288425,-1.457224,0.6974911,0.5156705,-1.577387,1.220762,1.064399,-1.174221,1.401997,1.382815,-0.7235928,1.324129,1.426047,-1.369364,0.4224433,0.789161,-1.420198,0.8227787,1.29846,-1.174221,1.401997,1.382815,-0.7235928,1.324129,1.426047
1.4816,319.9662,153.2452,222.331,-0.1380405,0.7424414,-0.1231724,-0.4328604,1.1561,-0.4936018,-0.8829613,1.441109,-1.09041,-1.230026,1.652258,-1.531954,-1.340805,1.327593,-0.08750293,-1.447887,1.904933,0.2421626,-1.231411,2.172168,0.6134128,-0.9224186,2.208935,0.8939697,-1.438049,1.007373,0.2205674,-1.60589,1.633393,0.7249302,-1.237076,1.863956,1.127788,-0.8436718,1.808676,1.274112,-1.44973,0.712806,0.5158529,-1.560133,1.242273,1.060675,-1.150997,1.420915,1.372883,-0.7010298,1.33655,1.410428,-1.362394,0.4399219,0.791669,-1.410582,0.8456589,1.296936,-1.150997,1.420915,1.372883,-0.7010298,1.33655,1.410428
1.4844,319.9662,153.2452,222.331,-0.1380405,0.7424414,-0.1231724,-0.4328604,1.1561,-0.4936018,-0.8829613,1.441109,-1.09041,-1.230026,1.652258,-1.531954,-1.340805,1.327593,-0.08750293,-1.447887,1.904933,0.2421626,-1.231411,2.172168,0.6134128,-0.9224186,2.208935,0.8939697,-1.438049,1.007373,0.2205674,-1.60589,1.633393,0.7249302,-1.237076,1.863956,1.127788,-0.8436718,1.808676,1.274112,-1.44973,0.712806,0.5158529,-1.560133,1.242273,1.060675,-1.150997,1.420915,1.372883,-0.7010298,1.33655,1.410428,-1.362394,0.4399219,0.791669,-1.410582,0.8456589,1.296936,-1.150997,1.420915,1.372883,-0.7010298,1.33655,1.410428
1.4873,319.9662,153.2452,222.331,-0.1380405,0.7424414,-0.1231724,-0.4328604,1.1561,-0.4936018,-0.8829613,1.441109,-1.09041,-1.230026,1.652258,-1.531954,-1.340805,1.327593,-0.08750293,-1.447887,1.904933,0.2421626,-1.231411,2.172168,0.6134128,-0.9224186,2.208935,0.8939697,-1.438049,1.007373,0.2205674,-1.60589,1.633393,0.7249302,-1.237076,1.863956,1.127788,-0.8436718,1.808676,1.274112,-1.44973,0.712806,0.5158529,-1.560133,1.242273,1.060675,-1.150997,1.420915,1.372883,-0.7010298,1.33655,1.410428,-1.362394,0.4399219,0.791669,-1.410582,0.8456589,1.296936,-1.150997,1.420915,1.372883,-0.7010298,1.33655,1.410428
1.4935,320.325,153.3451,222.3858,-0.1357584,0.7422584,-0.1267587,-0.4274874,1.157543,-0.4978167,-0.87187,1.445987,-1.097252,-1.212896,1.66033,-1.541952,-1.336401,1.331768,-0.09135019,-1.439232,1.910906,0.2365094,-1.219208,2.177621,0.6060439,-0.9083958,2.212419,0.884835,-1.434025,1.013513,0.2186307,-1.597263,1.642658,0.7206104,-1.226074,1.87346,1.121143,-0.8324213,1.817009,1.266349,-1.446028,0.7205462,0.5154911,-1.553911,1.253279,1.057627,-1.143978,1.432678,1.368351,-0.694149,1.347633,1.40604,-1.358986,0.4488151,0.7925355,-1.404152,0.8573779,1.2958,-1.143978,1.432678,1.368351,-0.694149,1.347633,1.40604
1.4996,320.325,153.3451,222.3858,-0.1357584,0.7422584,-0.1267587,-0.4274874,1.157543,-0.4978167,-0.87187,1.445987,-1.097252,-1.212896,1.66033,-1.541952,-1.336401,1.331768,-0.09135019,-1.439232,1.910906,0.2365094,-1.219208,2.177621,0.6060439,-0.9083958,2.212419,0.884835,-1.434025,1.013513,0.2186307,-1.597263,1.642658,0.7206104,-1.226074,1.87346,1.121143,-0.8324213,1.817009,1.266349,-1.446028,0.7205462,0.5154911,-1.553911,1.253279,1.057627,-1.143978,1.432678,1.368351,-0.694149,1.347633,1.40604,-1.358986,0.4488151,0.7925355,-1.404152,0.8573779,1.2958,-1.143978,1.432678,1.368351,-0.694149,1.347633,1.40604
