時間(秒),右手角度：x,右手角度：y,右手角度：z,右手親指(CM関節)：x,右手親指(CM関節)：y,右手親指(CM関節)：z,右手親指(MP関節)：x,右手親指(MP関節)：y,右手親指(MP関節)：z,右手親指(IP関節)：x,右手親指(IP関節)：y,右手親指(IP関節)：z,右手親指(先端)：x,右手親指(先端)：y,右手親指(先端)：z,右手人差し指(MP関節)：x,右手人差し指(MP関節)：y,右手人差し指(MP関節)：z,右手人差し指(PIP関節)：x,右手人差し指(PIP関節)：y,右手人差し指(PIP関節)：z,右手人差し指(DIP関節)：x,右手人差し指(DIP関節).y,右手人差し指(DIP関節)：z,右手人差し指(先端)：x,右手人差し指(先端)：y,右手人差し指(先端)：z,右手中指(MP関節)：x,右手中指(MP関節)：y,右手中指(MP関節)：z,右手中指(PIP関節)：x,右手中指(PIP関節)：y,右手中指(PIP関節)：z,右手中指(DIP関節)：x,右手中指(DIP関節)：y,右手中指(DIP関節)：z,右手中指(先端)：x,右手中指(先端)：y,右手中指(先端)：z,右手薬指(MP関節)：x,右手薬指(MP関節)：y,右手薬指(MP関節)：z,右手薬指(PIP関節)：x,右手薬指(PIP関節)：y,右手薬指(PIP関節)：z,右手薬指(DIP関節)：x,右手薬指(DIP関節)：y,右手薬指(DIP関節)：z,右手薬指(先端)：x,右手薬指(先端)：y,右手薬指(先端)：z,右手小指(MP関節)：x,右手小指(MP関節)：y,右手小指(MP関節)：z,右手小指(PIP関節)：x,右手小指(PIP関節)：y,右手小指(PIP関節)：z,右手小指(DIP関節)：x,右手小指(DIP関節)：y,右手小指(DIP関節)：z,右手小指(先端)：x,右手小指(先端)：y,右手小指(先端)：z,スタンプ
2.8984,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
3.0167,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
3.1380,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
3.2545,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
3.3715,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
3.4938,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
3.6111,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
3.7421,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
3.8615,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
3.9820,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
4.1087,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
4.2260,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
4.3438,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
4.4623,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
4.5815,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
4.7077,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
4.8239,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
4.9518,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
5.0796,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
5.1957,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
5.3230,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
5.4441,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
5.5633,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
5.6803,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
5.7975,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
5.9237,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
6.0413,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
6.1878,0,180,0,時間(秒),右手角度：x,右手角度：y,右手角度：z,右手親指(CM関節)：x,右手親指(CM関節)：y,右手親指(CM関節)：z,右手親指(MP関節)：x,右手親指(MP関節)：y,右手親指(MP関節)：z,右手親指(IP関節)：x,右手親指(IP関節)：y,右手親指(IP関節)：z,右手親指(先端)：x,右手親指(先端)：y,右手親指(先端)：z,右手人差し指(MP関節)：x,右手人差し指(MP関節)：y,右手人差し指(MP関節)：z,右手人差し指(PIP関節)：x,右手人差し指(PIP関節)：y,右手人差し指(PIP関節)：z,右手人差し指(DIP関節)：x,右手人差し指(DIP関節).y,右手人差し指(DIP関節)：z,右手人差し指(先端)：x,右手人差し指(先端)：y,右手人差し指(先端)：z,右手中指(MP関節)：x,右手中指(MP関節)：y,右手中指(MP関節)：z,右手中指(PIP関節)：x,右手中指(PIP関節)：y,右手中指(PIP関節)：z,右手中指(DIP関節)：x,右手中指(DIP関節)：y,右手中指(DIP関節)：z,右手中指(先端)：x,右手中指(先端)：y,右手中指(先端)：z,右手薬指(MP関節)：x,右手薬指(MP関節)：y,右手薬指(MP関節)：z,右手薬指(PIP関節)：x,右手薬指(PIP関節)：y,右手薬指(PIP関節)：z,右手薬指(DIP関節)：x,右手薬指(DIP関節)：y,右手薬指(DIP関節)：z,右手薬指(先端)：x,右手薬指(先端)：y,右手薬指(先端)：z,右手小指(MP関節)：x,右手小指(MP関節)：y,右手小指(MP関節)：z,右手小指(PIP関節)：x,右手小指(PIP関節)：y,右手小指(PIP関節)：z,右手小指(DIP関節)：x,右手小指(DIP関節)：y,右手小指(DIP関節)：z,右手小指(先端)：x,右手小指(先端)：y,右手小指(先端)：z,スタンプ
0.0000,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
0.1377,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
0.2631,0,180,0,-0.4941998,-0.2771471,-0.5142,-1.122956,-0.2771471,-0.5141999,-1.922956,-0.2771471,-0.5141998,-2.522956,-0.2771471,-0.5141999,-1.8264,-0.1686226,-0.4515722,-2.4998,-0.1686226,-0.4515721,-3.005819,-0.1686226,-0.4515721,-3.42482,-0.1686226,-0.451572,-1.761086,-0.1738343,-0.001537795,-2.582285,-0.1738343,-0.001537723,-3.175201,-0.1738343,-0.001537671,-3.598602,-0.1738343,-0.001537634,-1.635151,-0.2174851,0.3938128,-2.402751,-0.2174851,0.3938128,-2.947551,-0.2174851,0.3938129,-3.406951,-0.2174851,0.3938129,-1.434582,-0.297524,0.7278696,-2.084381,-0.297524,0.7278696,-2.487312,-0.297524,0.7278697,-2.849512,-0.297524,0.7278697,1
